order_id,customer_id,product_id,order_date,delivery_date,payment_mode,customer_review,order_quantity,order_status
ORD08117,CUST03346,PROD0213,15-10-2024,18-10-2024,Card,5,5,Delivered
ORD08118,CUST02180,PROD0018,06-08-2022,08-08-2022,UPI,2,3,Delivered
ORD08119,CUST03888,PROD0044,01-07-2024,07-07-2024,Card,4,5,Delivered
ORD08120,CUST02527,PROD0128,17-06-2024,,Cash,,1,Cancelled
ORD08121,CUST02927,PROD0114,06-06-2022,,Card,1,4,Returned
ORD08122,CUST01798,PROD0122,15-07-2022,,Card,2,2,Returned
ORD08123,CUST03387,PROD0033,09-01-2024,17-01-2024,UPI,5,3,Delivered
ORD08124,CUST03897,PROD0118,15-06-2024,24-06-2024,Card,5,5,Delivered
ORD08125,CUST02240,PROD0007,23-07-2024,,Card,3,3,Returned
ORD08126,CUST03481,PROD0129,21-12-2022,,Cash,,2,Cancelled
ORD08127,CUST02344,PROD0122,20-04-2023,22-04-2023,UPI,3,5,Delivered
ORD08128,CUST03995,PROD0138,11-01-2022,14-01-2022,Card,2,2,Delivered
ORD08129,CUST00356,PROD0072,31-08-2023,04-09-2023,Card,4,4,Delivered
ORD08130,CUST04528,PROD0001,12-07-2022,16-07-2022,Cash,5,2,Delivered
ORD08131,CUST02118,PROD0195,17-10-2024,25-10-2024,Cash,1,5,Delivered
ORD08132,CUST03083,PROD0072,27-10-2023,29-10-2023,UPI,3,5,Delivered
ORD08133,CUST01028,PROD0104,30-11-2024,06-12-2024,Cash,3,1,Delivered
ORD08134,CUST01879,PROD0021,04-05-2024,10-05-2024,UPI,4,1,Delivered
ORD08135,CUST02641,PROD0226,20-02-2022,25-02-2022,Cash,1,1,Delivered
ORD08136,CUST02618,PROD0164,08-01-2024,13-01-2024,Cash,1,1,Delivered
ORD08137,CUST03407,PROD0116,08-12-2024,15-12-2024,UPI,2,5,Delivered
ORD08138,CUST03285,PROD0188,31-10-2023,02-11-2023,UPI,5,5,Delivered
ORD08139,CUST00619,PROD0052,11-09-2023,21-09-2023,Card,1,5,Delivered
ORD08140,CUST02107,PROD0113,16-01-2023,,UPI,1,5,Returned
ORD08141,CUST03032,PROD0030,10-09-2023,15-09-2023,Cash,3,4,Delivered
ORD08142,CUST00077,PROD0174,25-10-2023,31-10-2023,Cash,1,4,Delivered
ORD08143,CUST04417,PROD0089,21-09-2022,28-09-2022,UPI,1,5,Delivered
ORD08144,CUST03865,PROD0161,04-12-2022,12-12-2022,Cash,3,5,Delivered
ORD08145,CUST03167,PROD0019,05-03-2024,07-03-2024,Card,5,3,Delivered
ORD08146,CUST01817,PROD0203,29-03-2023,06-04-2023,UPI,1,2,Delivered
ORD08147,CUST01681,PROD0062,21-08-2024,23-08-2024,Cash,3,4,Delivered
ORD08148,CUST00882,PROD0036,19-05-2024,27-05-2024,Cash,2,3,Delivered
ORD08149,CUST02565,PROD0168,04-01-2022,12-01-2022,Card,5,5,Delivered
ORD08150,CUST00073,PROD0069,02-03-2022,11-03-2022,Card,5,2,Delivered
ORD08151,CUST01101,PROD0172,30-12-2023,02-01-2024,UPI,2,5,Delivered
ORD08152,CUST02150,PROD0108,17-08-2024,26-08-2024,UPI,3,3,Delivered
ORD08153,CUST03661,PROD0169,26-08-2024,31-08-2024,Cash,5,1,Delivered
ORD08154,CUST00682,PROD0217,14-04-2022,17-04-2022,UPI,1,3,Delivered
ORD08155,CUST04023,PROD0202,07-10-2024,17-10-2024,Card,3,5,Delivered
ORD08156,CUST00451,PROD0057,20-12-2023,,UPI,2,4,Returned
ORD08157,CUST04252,PROD0043,14-10-2024,21-10-2024,Card,5,5,Delivered
ORD08158,CUST03002,PROD0047,14-06-2023,,Card,,1,Cancelled
ORD08159,CUST04663,PROD0109,07-03-2024,14-03-2024,UPI,1,1,Delivered
ORD08160,CUST03717,PROD0129,03-12-2024,11-12-2024,Card,1,2,Delivered
ORD08161,CUST03739,PROD0182,25-07-2024,31-07-2024,Cash,2,1,Delivered
ORD08162,CUST03433,PROD0031,29-12-2023,08-01-2024,UPI,5,5,Delivered
ORD08163,CUST03692,PROD0150,08-12-2024,17-12-2024,Card,2,4,Delivered
ORD08164,CUST01302,PROD0126,10-10-2023,17-10-2023,UPI,1,3,Delivered
ORD08165,CUST03803,PROD0110,09-03-2024,17-03-2024,Card,2,4,Delivered
ORD08166,CUST00731,PROD0025,07-02-2022,,Cash,,5,Cancelled
ORD08167,CUST00775,PROD0060,19-11-2023,25-11-2023,Card,1,2,Delivered
ORD08168,CUST01267,PROD0184,19-10-2024,24-10-2024,UPI,5,2,Delivered
ORD08169,CUST04420,PROD0214,18-09-2023,20-09-2023,UPI,1,2,Delivered
ORD08170,CUST02744,PROD0055,31-08-2023,,Card,,4,Cancelled
ORD08171,CUST00806,PROD0221,26-06-2022,29-06-2022,Card,5,4,Delivered
ORD08172,CUST02084,PROD0155,27-01-2024,04-02-2024,Card,2,3,Delivered
ORD08173,CUST00782,PROD0228,11-10-2022,15-10-2022,Card,2,1,Delivered
ORD08174,CUST01480,PROD0164,17-05-2024,,UPI,,1,Cancelled
ORD08175,CUST00412,PROD0223,15-06-2022,25-06-2022,UPI,2,2,Delivered
ORD08176,CUST00086,PROD0194,07-04-2024,16-04-2024,UPI,5,1,Delivered
ORD08177,CUST02823,PROD0126,11-04-2023,18-04-2023,Cash,1,5,Delivered
ORD08178,CUST02755,PROD0198,04-07-2022,11-07-2022,Cash,1,1,Delivered
ORD08179,CUST02506,PROD0150,25-05-2024,31-05-2024,Cash,4,2,Delivered
ORD08180,CUST00420,PROD0005,30-01-2022,07-02-2022,UPI,2,4,Delivered
ORD08181,CUST04117,PROD0046,07-11-2024,09-11-2024,Cash,4,3,Delivered
ORD08182,CUST02718,PROD0089,29-04-2024,,Cash,1,1,Returned
ORD08183,CUST01068,PROD0057,17-06-2023,26-06-2023,Card,1,2,Delivered
ORD08184,CUST01803,PROD0045,27-05-2023,,Cash,,4,Cancelled
ORD08185,CUST04159,PROD0006,21-01-2022,27-01-2022,Card,5,5,Delivered
ORD08186,CUST01727,PROD0053,26-03-2022,,Card,,2,Cancelled
ORD08187,CUST03681,PROD0144,20-06-2022,24-06-2022,Cash,2,5,Delivered
ORD08188,CUST03943,PROD0149,18-11-2022,21-11-2022,Card,1,3,Delivered
ORD08189,CUST03173,PROD0040,12-09-2023,,Cash,,5,Cancelled
ORD08190,CUST03282,PROD0128,13-04-2022,16-04-2022,UPI,5,2,Delivered
ORD08191,CUST00331,PROD0144,27-03-2024,04-04-2024,UPI,1,1,Delivered
ORD08192,CUST02173,PROD0115,06-12-2022,16-12-2022,UPI,3,3,Delivered
ORD08193,CUST02095,PROD0150,24-10-2023,27-10-2023,Cash,4,5,Delivered
ORD08194,CUST02429,PROD0113,04-03-2023,,Card,,2,Cancelled
ORD08195,CUST01196,PROD0104,13-06-2022,18-06-2022,UPI,5,4,Delivered
ORD08196,CUST01583,PROD0199,09-07-2023,,Cash,3,5,Returned
ORD08197,CUST02261,PROD0076,06-10-2024,08-10-2024,Cash,5,3,Delivered
ORD08198,CUST00817,PROD0211,07-01-2024,09-01-2024,UPI,4,2,Delivered
ORD08199,CUST04505,PROD0217,27-03-2024,31-03-2024,Cash,2,5,Delivered
ORD08200,CUST01195,PROD0003,12-12-2024,22-12-2024,UPI,2,1,Delivered
ORD08201,CUST04151,PROD0057,17-01-2023,,Card,3,3,Returned
ORD08202,CUST02230,PROD0091,04-06-2024,09-06-2024,UPI,5,5,Delivered
ORD08203,CUST03544,PROD0093,09-05-2023,14-05-2023,Cash,5,5,Delivered
ORD08204,CUST01343,PROD0239,27-02-2024,03-03-2024,UPI,3,5,Delivered
ORD08205,CUST00979,PROD0125,01-04-2024,,Card,1,2,Returned
ORD08206,CUST02232,PROD0133,05-03-2022,10-03-2022,Card,3,5,Delivered
ORD08207,CUST02449,PROD0200,18-04-2022,20-04-2022,Card,2,5,Delivered
ORD08208,CUST02633,PROD0090,10-05-2024,,Cash,3,4,Returned
ORD08209,CUST01492,PROD0169,11-01-2022,,Cash,2,2,Returned
ORD08210,CUST02325,PROD0111,25-11-2023,05-12-2023,Card,5,4,Delivered
ORD08211,CUST02828,PROD0176,06-02-2023,13-02-2023,Cash,4,3,Delivered
ORD08212,CUST02343,PROD0036,22-04-2022,25-04-2022,Card,4,1,Delivered
ORD08213,CUST03471,PROD0100,16-12-2022,21-12-2022,Card,2,2,Delivered
ORD08214,CUST04207,PROD0134,22-03-2024,31-03-2024,UPI,2,1,Delivered
ORD08215,CUST02379,PROD0160,16-04-2024,22-04-2024,Cash,3,3,Delivered
ORD08216,CUST04466,PROD0115,16-05-2022,18-05-2022,Cash,2,4,Delivered
ORD08217,CUST04438,PROD0047,06-02-2022,13-02-2022,UPI,3,3,Delivered
ORD08218,CUST04339,PROD0161,09-01-2022,,Card,3,1,Returned
ORD08219,CUST02608,PROD0203,02-08-2022,11-08-2022,UPI,2,1,Delivered
ORD08220,CUST01964,PROD0068,15-05-2024,17-05-2024,Card,4,5,Delivered
ORD08221,CUST00222,PROD0222,05-06-2022,,Card,,5,Cancelled
ORD08222,CUST00224,PROD0067,19-12-2023,22-12-2023,Card,5,2,Delivered
ORD08223,CUST00675,PROD0236,10-05-2022,12-05-2022,Cash,3,2,Delivered
ORD08224,CUST00184,PROD0015,17-04-2022,,Card,3,4,Returned
ORD08225,CUST04285,PROD0115,02-04-2023,,UPI,,3,Cancelled
ORD08226,CUST02459,PROD0204,17-04-2023,19-04-2023,Cash,1,5,Delivered
ORD08227,CUST00843,PROD0127,22-07-2024,26-07-2024,UPI,4,5,Delivered
ORD08228,CUST02089,PROD0105,28-02-2023,08-03-2023,UPI,4,4,Delivered
ORD08229,CUST03544,PROD0060,18-04-2023,24-04-2023,Card,2,2,Delivered
ORD08230,CUST04361,PROD0005,25-05-2022,31-05-2022,UPI,2,2,Delivered
ORD08231,CUST01737,PROD0172,03-04-2022,,Cash,3,5,Returned
ORD08232,CUST02506,PROD0021,03-08-2024,,Card,3,5,Returned
ORD08233,CUST00910,PROD0003,20-02-2023,22-02-2023,Cash,4,4,Delivered
ORD08234,CUST00213,PROD0179,12-04-2024,14-04-2024,UPI,4,2,Delivered
ORD08235,CUST04329,PROD0029,30-03-2023,,Card,2,5,Returned
ORD08236,CUST04969,PROD0209,07-12-2024,,Cash,1,4,Returned
ORD08237,CUST00481,PROD0117,16-03-2023,22-03-2023,Card,3,5,Delivered
ORD08238,CUST03512,PROD0067,11-05-2024,14-05-2024,Cash,4,3,Delivered
ORD08239,CUST00259,PROD0078,07-02-2023,17-02-2023,UPI,3,3,Delivered
ORD08240,CUST00148,PROD0042,31-05-2022,,Cash,2,4,Returned
ORD08241,CUST03525,PROD0033,06-02-2022,15-02-2022,Card,3,4,Delivered
ORD08242,CUST01332,PROD0223,29-10-2022,04-11-2022,UPI,2,1,Delivered
ORD08243,CUST01008,PROD0227,18-11-2024,28-11-2024,UPI,1,1,Delivered
ORD08244,CUST00132,PROD0081,30-10-2023,,Cash,1,4,Returned
ORD08245,CUST04526,PROD0234,09-07-2022,15-07-2022,Cash,2,4,Delivered
ORD08246,CUST04209,PROD0019,18-08-2024,26-08-2024,UPI,3,2,Delivered
ORD08247,CUST00765,PROD0015,23-07-2022,29-07-2022,Card,4,3,Delivered
ORD08248,CUST00166,PROD0120,11-10-2024,14-10-2024,Cash,4,4,Delivered
ORD08249,CUST02183,PROD0210,18-11-2022,,UPI,1,5,Returned
ORD08250,CUST03058,PROD0137,05-09-2023,,Cash,,1,Cancelled
ORD08251,CUST01587,PROD0203,08-10-2024,12-10-2024,Cash,3,4,Delivered
ORD08252,CUST04764,PROD0041,24-07-2024,02-08-2024,UPI,1,2,Delivered
ORD08253,CUST03452,PROD0181,10-07-2023,,Cash,,5,Cancelled
ORD08254,CUST03510,PROD0095,12-09-2022,16-09-2022,Cash,1,4,Delivered
ORD08255,CUST00755,PROD0113,08-09-2023,13-09-2023,UPI,3,1,Delivered
ORD08256,CUST04766,PROD0091,19-10-2022,22-10-2022,Cash,4,5,Delivered
ORD08257,CUST00406,PROD0012,01-11-2022,05-11-2022,Card,1,5,Delivered
ORD08258,CUST04580,PROD0200,25-01-2022,03-02-2022,Cash,4,1,Delivered
ORD08259,CUST04706,PROD0086,19-08-2023,,UPI,,5,Cancelled
ORD08260,CUST04018,PROD0151,03-08-2024,10-08-2024,UPI,4,5,Delivered
ORD08261,CUST04691,PROD0126,11-04-2024,20-04-2024,Card,2,2,Delivered
ORD08262,CUST02118,PROD0149,25-11-2024,30-11-2024,Card,5,4,Delivered
ORD08263,CUST01046,PROD0231,26-05-2024,29-05-2024,Cash,2,3,Delivered
ORD08264,CUST01708,PROD0215,02-06-2023,12-06-2023,Card,2,1,Delivered
ORD08265,CUST02422,PROD0098,12-07-2022,22-07-2022,Cash,4,3,Delivered
ORD08266,CUST01557,PROD0220,06-01-2022,10-01-2022,Cash,1,1,Delivered
ORD08267,CUST00037,PROD0220,09-02-2024,15-02-2024,UPI,3,4,Delivered
ORD08268,CUST04855,PROD0094,30-08-2024,,Cash,3,5,Returned
ORD08269,CUST01991,PROD0038,15-09-2023,22-09-2023,Cash,4,1,Delivered
ORD08270,CUST02439,PROD0114,12-06-2024,14-06-2024,UPI,3,4,Delivered
ORD08271,CUST02748,PROD0041,25-09-2024,,Cash,,5,Cancelled
ORD08272,CUST04338,PROD0127,05-12-2023,12-12-2023,Cash,2,2,Delivered
ORD08273,CUST04212,PROD0087,05-03-2023,07-03-2023,UPI,5,4,Delivered
ORD08274,CUST04901,PROD0056,27-10-2022,31-10-2022,Card,4,1,Delivered
ORD08275,CUST02935,PROD0076,21-07-2022,30-07-2022,UPI,3,4,Delivered
ORD08276,CUST04884,PROD0145,25-07-2024,31-07-2024,UPI,3,1,Delivered
ORD08277,CUST03178,PROD0153,08-05-2024,12-05-2024,Card,1,2,Delivered
ORD08278,CUST00125,PROD0119,19-10-2024,,UPI,3,2,Returned
ORD08279,CUST02471,PROD0111,11-09-2023,,Card,,3,Cancelled
ORD08280,CUST01658,PROD0061,12-11-2024,14-11-2024,Cash,4,1,Delivered
ORD08281,CUST02509,PROD0075,09-11-2022,15-11-2022,Cash,1,1,Delivered
ORD08282,CUST04077,PROD0206,24-04-2024,27-04-2024,Card,3,2,Delivered
ORD08283,CUST04402,PROD0046,20-11-2024,,Cash,,3,Cancelled
ORD08284,CUST04195,PROD0142,26-10-2022,02-11-2022,Cash,3,2,Delivered
ORD08285,CUST04531,PROD0179,08-11-2023,10-11-2023,Card,5,4,Delivered
ORD08286,CUST03384,PROD0209,05-08-2022,15-08-2022,Card,1,3,Delivered
ORD08287,CUST01476,PROD0003,27-02-2022,05-03-2022,UPI,5,1,Delivered
ORD08288,CUST01608,PROD0025,23-11-2024,03-12-2024,Cash,1,5,Delivered
ORD08289,CUST03780,PROD0048,06-06-2024,16-06-2024,Cash,5,1,Delivered
ORD08290,CUST03676,PROD0174,23-04-2023,,Cash,1,1,Returned
ORD08291,CUST03528,PROD0107,06-08-2022,11-08-2022,Card,4,2,Delivered
ORD08292,CUST00299,PROD0100,11-07-2023,14-07-2023,UPI,3,3,Delivered
ORD08293,CUST02141,PROD0034,27-09-2023,02-10-2023,UPI,5,5,Delivered
ORD08294,CUST04536,PROD0039,26-07-2023,,Cash,,1,Cancelled
ORD08295,CUST03288,PROD0223,26-04-2024,30-04-2024,Cash,3,3,Delivered
ORD08296,CUST02351,PROD0190,22-02-2023,26-02-2023,UPI,1,2,Delivered
ORD08297,CUST04822,PROD0205,31-05-2022,,Cash,,2,Cancelled
ORD08298,CUST02755,PROD0047,01-03-2024,10-03-2024,UPI,5,2,Delivered
ORD08299,CUST04021,PROD0214,26-05-2022,29-05-2022,UPI,1,1,Delivered
ORD08300,CUST02922,PROD0126,13-06-2022,,Cash,,1,Cancelled
ORD08301,CUST03852,PROD0126,08-02-2024,,Card,3,3,Returned
ORD08302,CUST02728,PROD0219,20-05-2022,24-05-2022,Card,5,5,Delivered
ORD08303,CUST01061,PROD0009,05-12-2023,07-12-2023,Cash,4,5,Delivered
ORD08304,CUST00288,PROD0192,30-09-2023,02-10-2023,Card,4,1,Delivered
ORD08305,CUST02300,PROD0123,04-12-2023,10-12-2023,Card,4,1,Delivered
ORD08306,CUST02570,PROD0099,26-04-2023,29-04-2023,Cash,3,2,Delivered
ORD08307,CUST01764,PROD0101,25-09-2022,02-10-2022,Cash,3,2,Delivered
ORD08308,CUST01874,PROD0232,30-04-2023,03-05-2023,UPI,3,5,Delivered
ORD08309,CUST03178,PROD0219,09-08-2022,18-08-2022,Cash,2,5,Delivered
ORD08310,CUST02010,PROD0096,08-06-2023,,Card,,3,Cancelled
ORD08311,CUST00986,PROD0134,28-05-2024,,Cash,,2,Cancelled
ORD08312,CUST01777,PROD0051,03-05-2024,13-05-2024,Cash,4,2,Delivered
ORD08313,CUST00359,PROD0123,07-07-2024,16-07-2024,UPI,4,5,Delivered
ORD08314,CUST02438,PROD0110,03-02-2023,12-02-2023,Card,4,5,Delivered
ORD08315,CUST03081,PROD0208,16-07-2023,25-07-2023,UPI,2,3,Delivered
ORD08316,CUST00986,PROD0141,22-10-2024,31-10-2024,Cash,3,3,Delivered
ORD08317,CUST00258,PROD0024,22-04-2023,28-04-2023,Card,5,1,Delivered
ORD08318,CUST02179,PROD0189,20-05-2024,,Card,,2,Cancelled
ORD08319,CUST04354,PROD0187,30-09-2022,,Cash,,4,Cancelled
ORD08320,CUST02298,PROD0073,02-02-2023,11-02-2023,UPI,2,5,Delivered
ORD08321,CUST00109,PROD0164,15-07-2022,19-07-2022,UPI,3,4,Delivered
ORD08322,CUST04637,PROD0184,15-09-2023,24-09-2023,Card,2,3,Delivered
ORD08323,CUST04892,PROD0118,03-09-2023,06-09-2023,Cash,3,5,Delivered
ORD08324,CUST04203,PROD0101,12-07-2023,21-07-2023,Card,1,2,Delivered
ORD08325,CUST03599,PROD0152,08-03-2023,15-03-2023,UPI,4,4,Delivered
ORD08326,CUST04051,PROD0033,19-08-2023,,Cash,,3,Cancelled
ORD08327,CUST04934,PROD0033,29-11-2023,02-12-2023,UPI,1,3,Delivered
ORD08328,CUST04550,PROD0235,18-07-2023,,Card,3,4,Returned
ORD08329,CUST01076,PROD0208,14-10-2024,22-10-2024,Card,4,2,Delivered
ORD08330,CUST02840,PROD0071,30-11-2023,,UPI,1,5,Returned
ORD08331,CUST00979,PROD0007,11-01-2024,,Card,1,4,Returned
ORD08332,CUST03376,PROD0204,01-04-2023,,Card,,1,Cancelled
ORD08333,CUST00365,PROD0204,07-02-2022,,UPI,3,1,Returned
ORD08334,CUST04906,PROD0213,09-02-2022,15-02-2022,Cash,5,4,Delivered
ORD08335,CUST04823,PROD0240,14-05-2022,17-05-2022,Cash,2,1,Delivered
ORD08336,CUST04824,PROD0083,19-10-2023,23-10-2023,UPI,3,1,Delivered
ORD08337,CUST02480,PROD0190,25-06-2024,05-07-2024,UPI,5,5,Delivered
ORD08338,CUST01500,PROD0221,06-09-2024,14-09-2024,UPI,5,5,Delivered
ORD08339,CUST02857,PROD0101,01-11-2024,11-11-2024,UPI,2,5,Delivered
ORD08340,CUST00565,PROD0231,13-02-2022,19-02-2022,Card,2,1,Delivered
ORD08341,CUST00915,PROD0082,03-07-2024,06-07-2024,Cash,2,2,Delivered
ORD08342,CUST04389,PROD0031,07-08-2024,14-08-2024,UPI,2,5,Delivered
ORD08343,CUST03626,PROD0140,13-10-2022,22-10-2022,Cash,3,4,Delivered
ORD08344,CUST01067,PROD0208,20-01-2023,26-01-2023,Card,3,4,Delivered
ORD08345,CUST04269,PROD0133,08-08-2024,11-08-2024,Cash,2,4,Delivered
ORD08346,CUST04690,PROD0045,06-02-2024,16-02-2024,Card,5,2,Delivered
ORD08347,CUST01330,PROD0037,12-09-2024,15-09-2024,Card,5,4,Delivered
ORD08348,CUST00058,PROD0167,15-06-2022,18-06-2022,Cash,5,1,Delivered
ORD08349,CUST04352,PROD0052,24-03-2024,31-03-2024,Cash,4,4,Delivered
ORD08350,CUST04108,PROD0107,11-01-2024,,UPI,1,2,Returned
ORD08351,CUST04563,PROD0031,06-10-2024,,Cash,,1,Cancelled
ORD08352,CUST01237,PROD0099,08-06-2022,17-06-2022,Card,4,3,Delivered
ORD08353,CUST04956,PROD0163,19-06-2024,27-06-2024,UPI,3,5,Delivered
ORD08354,CUST01184,PROD0046,28-06-2024,,Cash,,1,Cancelled
ORD08355,CUST04203,PROD0177,27-05-2023,02-06-2023,Card,3,4,Delivered
ORD08356,CUST00578,PROD0223,24-02-2023,02-03-2023,Cash,1,1,Delivered
ORD08357,CUST02378,PROD0214,16-12-2022,21-12-2022,UPI,3,3,Delivered
ORD08358,CUST02522,PROD0138,21-10-2024,28-10-2024,Card,5,5,Delivered
ORD08359,CUST00274,PROD0069,13-07-2024,17-07-2024,Card,1,2,Delivered
ORD08360,CUST01707,PROD0039,02-02-2022,12-02-2022,Card,1,5,Delivered
ORD08361,CUST02436,PROD0038,27-01-2022,03-02-2022,Card,5,4,Delivered
ORD08362,CUST01066,PROD0191,18-10-2024,28-10-2024,UPI,5,2,Delivered
ORD08363,CUST03376,PROD0169,19-03-2023,23-03-2023,UPI,2,2,Delivered
ORD08364,CUST04416,PROD0125,09-08-2022,16-08-2022,Cash,1,4,Delivered
ORD08365,CUST01961,PROD0164,09-05-2024,15-05-2024,UPI,1,5,Delivered
ORD08366,CUST01854,PROD0240,19-03-2023,23-03-2023,Cash,1,4,Delivered
ORD08367,CUST03757,PROD0164,21-05-2023,25-05-2023,Cash,1,5,Delivered
ORD08368,CUST04234,PROD0083,13-07-2024,,UPI,,4,Cancelled
ORD08369,CUST04665,PROD0109,28-08-2024,30-08-2024,Cash,5,1,Delivered
ORD08370,CUST04564,PROD0080,15-10-2024,23-10-2024,Cash,1,4,Delivered
ORD08371,CUST03461,PROD0101,04-11-2022,07-11-2022,Cash,2,5,Delivered
ORD08372,CUST02172,PROD0017,23-08-2024,,UPI,2,5,Returned
ORD08373,CUST03236,PROD0043,31-01-2024,09-02-2024,UPI,2,2,Delivered
ORD08374,CUST01381,PROD0064,29-03-2022,08-04-2022,UPI,4,2,Delivered
ORD08375,CUST00449,PROD0176,06-07-2024,11-07-2024,Card,3,4,Delivered
ORD08376,CUST02158,PROD0157,03-01-2022,09-01-2022,Card,5,2,Delivered
ORD08377,CUST01730,PROD0127,24-12-2022,28-12-2022,Cash,1,3,Delivered
ORD08378,CUST02910,PROD0170,08-08-2023,16-08-2023,Card,5,5,Delivered
ORD08379,CUST03268,PROD0065,03-02-2022,09-02-2022,Cash,5,4,Delivered
ORD08380,CUST04060,PROD0177,10-03-2022,17-03-2022,UPI,3,5,Delivered
ORD08381,CUST04666,PROD0214,22-07-2022,01-08-2022,UPI,5,4,Delivered
ORD08382,CUST04762,PROD0002,05-02-2022,13-02-2022,UPI,2,4,Delivered
ORD08383,CUST00823,PROD0105,23-12-2022,31-12-2022,Card,2,5,Delivered
ORD08384,CUST01566,PROD0045,30-03-2022,,UPI,,3,Cancelled
ORD08385,CUST01502,PROD0030,09-04-2022,18-04-2022,Cash,3,3,Delivered
ORD08386,CUST02002,PROD0031,18-09-2024,,Cash,2,3,Returned
ORD08387,CUST03393,PROD0243,09-04-2023,14-04-2023,UPI,1,3,Delivered
ORD08388,CUST02803,PROD0040,11-11-2022,13-11-2022,Cash,4,2,Delivered
ORD08389,CUST04277,PROD0237,14-07-2024,16-07-2024,Card,2,1,Delivered
ORD08390,CUST01427,PROD0198,03-05-2022,13-05-2022,Card,5,3,Delivered
ORD08391,CUST00481,PROD0214,25-10-2024,02-11-2024,Card,1,1,Delivered
ORD08392,CUST00409,PROD0069,08-08-2022,13-08-2022,Card,5,3,Delivered
ORD08393,CUST04674,PROD0090,08-05-2024,10-05-2024,Card,5,3,Delivered
ORD08394,CUST04237,PROD0059,19-11-2024,,Card,3,2,Returned
ORD08395,CUST00905,PROD0183,12-08-2023,19-08-2023,Card,4,1,Delivered
ORD08396,CUST02326,PROD0042,06-10-2024,12-10-2024,UPI,3,5,Delivered
ORD08397,CUST02917,PROD0185,30-07-2022,06-08-2022,UPI,2,5,Delivered
ORD08398,CUST00088,PROD0120,10-11-2024,,UPI,1,5,Returned
ORD08399,CUST03310,PROD0040,03-01-2022,08-01-2022,Cash,1,3,Delivered
ORD08400,CUST04196,PROD0158,10-11-2024,13-11-2024,UPI,5,2,Delivered
ORD08401,CUST04377,PROD0030,07-03-2022,11-03-2022,Card,1,5,Delivered
ORD08402,CUST03926,PROD0108,30-10-2024,02-11-2024,UPI,2,1,Delivered
ORD08403,CUST01990,PROD0142,22-10-2022,28-10-2022,Card,2,3,Delivered
ORD08404,CUST00257,PROD0027,17-08-2024,20-08-2024,Card,3,4,Delivered
ORD08405,CUST04852,PROD0107,24-01-2024,28-01-2024,UPI,4,2,Delivered
ORD08406,CUST02199,PROD0119,26-04-2022,05-05-2022,UPI,4,1,Delivered
ORD08407,CUST01788,PROD0018,20-12-2023,29-12-2023,Cash,2,3,Delivered
ORD08408,CUST00140,PROD0010,15-02-2024,,Cash,1,4,Returned
ORD08409,CUST01077,PROD0232,24-04-2022,03-05-2022,UPI,5,2,Delivered
ORD08410,CUST00159,PROD0141,23-01-2023,,Cash,1,4,Returned
ORD08411,CUST01269,PROD0107,13-07-2024,,Card,2,5,Returned
ORD08412,CUST04585,PROD0109,03-10-2022,13-10-2022,UPI,4,1,Delivered
ORD08413,CUST00027,PROD0009,28-06-2022,08-07-2022,UPI,3,2,Delivered
ORD08414,CUST02568,PROD0058,28-03-2023,07-04-2023,Cash,1,3,Delivered
ORD08415,CUST04826,PROD0138,10-05-2024,,Card,3,4,Returned
ORD08416,CUST03343,PROD0086,22-02-2024,26-02-2024,Card,4,1,Delivered
ORD08417,CUST02098,PROD0070,24-11-2022,28-11-2022,Cash,1,5,Delivered
ORD08418,CUST02626,PROD0050,22-06-2022,24-06-2022,Card,1,1,Delivered
ORD08419,CUST00377,PROD0224,24-02-2024,03-03-2024,Card,3,5,Delivered
ORD08420,CUST02464,PROD0002,15-12-2022,24-12-2022,Card,2,2,Delivered
ORD08421,CUST02145,PROD0193,12-03-2023,19-03-2023,Cash,4,5,Delivered
ORD08422,CUST02309,PROD0096,05-04-2024,,Cash,,2,Cancelled
ORD08423,CUST00031,PROD0047,17-09-2024,,UPI,1,3,Returned
ORD08424,CUST04355,PROD0153,02-03-2024,04-03-2024,UPI,5,5,Delivered
ORD08425,CUST03940,PROD0047,04-01-2022,06-01-2022,UPI,3,2,Delivered
ORD08426,CUST00453,PROD0038,12-08-2023,19-08-2023,Card,4,3,Delivered
ORD08427,CUST03766,PROD0243,18-01-2024,28-01-2024,Cash,3,2,Delivered
ORD08428,CUST02836,PROD0050,28-04-2023,07-05-2023,UPI,1,5,Delivered
ORD08429,CUST01459,PROD0133,19-01-2022,27-01-2022,UPI,2,3,Delivered
ORD08430,CUST03761,PROD0067,27-03-2023,02-04-2023,UPI,4,4,Delivered
ORD08431,CUST01679,PROD0119,11-12-2022,13-12-2022,Cash,1,5,Delivered
ORD08432,CUST04672,PROD0069,18-11-2023,,Cash,2,4,Returned
ORD08433,CUST02782,PROD0147,10-01-2022,,UPI,3,4,Returned
ORD08434,CUST04327,PROD0120,02-08-2024,07-08-2024,Card,1,4,Delivered
ORD08435,CUST02897,PROD0018,04-11-2022,12-11-2022,UPI,3,3,Delivered
ORD08436,CUST04366,PROD0140,28-03-2022,04-04-2022,UPI,1,3,Delivered
ORD08437,CUST01598,PROD0016,29-12-2023,07-01-2024,UPI,1,1,Delivered
ORD08438,CUST03457,PROD0180,16-03-2023,19-03-2023,UPI,3,4,Delivered
